Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (SDG),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"SDGB","SDG Indicators","706","Somalia","6121","Value","ER_H2O_STRESS_AGR","6.4.2 Level of water stress (Agriculture (ISIC4 A01 A0210 A0322))","2005","2005","%","24.4","A","Official figure","Global monitoring data | Food and Agriculture Organisation of United Nations (FAO)"
"SDGB","SDG Indicators","706","Somalia","6121","Value","ER_H2O_STRESS_AGR","6.4.2 Level of water stress (Agriculture (ISIC4 A01 A0210 A0322))","2006","2006","%","24.4","A","Official figure","Global monitoring data | Food and Agriculture Organisation of United Nations (FAO)"
"SDGB","SDG Indicators","706","Somalia","6121","Value","ER_H2O_STRESS_AGR","6.4.2 Level of water stress (Agriculture (ISIC4 A01 A0210 A0322))","2007","2007","%","24.4","A","Official figure","Global monitoring data | Food and Agriculture Organisation of United Nations (FAO)"
"SDGB","SDG Indicators","706","Somalia","6121","Value","ER_H2O_STRESS_AGR","6.4.2 Level of water stress (Agriculture (ISIC4 A01 A0210 A0322))","2008","2008","%","24.4","A","Official figure","Global monitoring data | Food and Agriculture Organisation of United Nations (FAO)"
"SDGB","SDG Indicators","706","Somalia","6121","Value","ER_H2O_STRESS_AGR","6.4.2 Level of water stress (Agriculture (ISIC4 A01 A0210 A0322))","2009","2009","%","24.4","A","Official figure","Global monitoring data | Food and Agriculture Organisation of United Nations (FAO)"
"SDGB","SDG Indicators","706","Somalia","6121","Value","ER_H2O_STRESS_AGR","6.4.2 Level of water stress (Agriculture (ISIC4 A01 A0210 A0322))","2010","2010","%","24.4","A","Official figure","Global monitoring data | Food and Agriculture Organisation of United Nations (FAO)"
"SDGB","SDG Indicators","706","Somalia","6121","Value","ER_H2O_STRESS_AGR","6.4.2 Level of water stress (Agriculture (ISIC4 A01 A0210 A0322))","2011","2011","%","24.4","A","Official figure","Global monitoring data | Food and Agriculture Organisation of United Nations (FAO)"
"SDGB","SDG Indicators","706","Somalia","6121","Value","ER_H2O_STRESS_AGR","6.4.2 Level of water stress (Agriculture (ISIC4 A01 A0210 A0322))","2012","2012","%","24.4","A","Official figure","Global monitoring data | Food and Agriculture Organisation of United Nations (FAO)"
"SDGB","SDG Indicators","706","Somalia","6121","Value","ER_H2O_STRESS_AGR","6.4.2 Level of water stress (Agriculture (ISIC4 A01 A0210 A0322))","2013","2013","%","24.4","A","Official figure","Global monitoring data | Food and Agriculture Organisation of United Nations (FAO)"
"SDGB","SDG Indicators","706","Somalia","6121","Value","ER_H2O_STRESS_AGR","6.4.2 Level of water stress (Agriculture (ISIC4 A01 A0210 A0322))","2014","2014","%","24.4","A","Official figure","Global monitoring data | Food and Agriculture Organisation of United Nations (FAO)"
"SDGB","SDG Indicators","706","Somalia","6121","Value","ER_H2O_STRESS_AGR","6.4.2 Level of water stress (Agriculture (ISIC4 A01 A0210 A0322))","2015","2015","%","24.4","A","Official figure","Global monitoring data | Food and Agriculture Organisation of United Nations (FAO)"
"SDGB","SDG Indicators","706","Somalia","6121","Value","ER_H2O_STRESS_AGR","6.4.2 Level of water stress (Agriculture (ISIC4 A01 A0210 A0322))","2016","2016","%","24.4","A","Official figure","Global monitoring data | Food and Agriculture Organisation of United Nations (FAO)"
"SDGB","SDG Indicators","706","Somalia","6121","Value","ER_H2O_STRESS_AGR","6.4.2 Level of water stress (Agriculture (ISIC4 A01 A0210 A0322))","2017","2017","%","24.4","A","Official figure","Global monitoring data | Food and Agriculture Organisation of United Nations (FAO)"
"SDGB","SDG Indicators","706","Somalia","6121","Value","ER_H2O_STRESS_AGR","6.4.2 Level of water stress (Agriculture (ISIC4 A01 A0210 A0322))","2018","2018","%","24.4","A","Official figure","Global monitoring data | Food and Agriculture Organisation of United Nations (FAO)"
"SDGB","SDG Indicators","706","Somalia","6121","Value","ER_H2O_STRESS_AGR","6.4.2 Level of water stress (Agriculture (ISIC4 A01 A0210 A0322))","2019","2019","%","24.4","A","Official figure","Global monitoring data | Food and Agriculture Organisation of United Nations (FAO)"
"SDGB","SDG Indicators","706","Somalia","6121","Value","ER_H2O_STRESS_AGR","6.4.2 Level of water stress (Agriculture (ISIC4 A01 A0210 A0322))","2020","2020","%","24.4","A","Official figure","Global monitoring data | Food and Agriculture Organisation of United Nations (FAO)"
"SDGB","SDG Indicators","706","Somalia","6121","Value","ER_H2O_STRESS_IND","6.4.2 Level of water stress (Industries)","2000","2000","%","0","A","Official figure","Global monitoring data | Food and Agriculture Organisation of United Nations (FAO)"
"SDGB","SDG Indicators","706","Somalia","6121","Value","ER_H2O_STRESS_IND","6.4.2 Level of water stress (Industries)","2001","2001","%","0","A","Official figure","Global monitoring data | Food and Agriculture Organisation of United Nations (FAO)"
"SDGB","SDG Indicators","706","Somalia","6121","Value","ER_H2O_STRESS_IND","6.4.2 Level of water stress (Industries)","2002","2002","%","0.01","A","Official figure","Global monitoring data | Food and Agriculture Organisation of United Nations (FAO)"
"SDGB","SDG Indicators","706","Somalia","6121","Value","ER_H2O_STRESS_IND","6.4.2 Level of water stress (Industries)","2003","2003","%","0.01","A","Official figure","Global monitoring data | Food and Agriculture Organisation of United Nations (FAO)"
"SDGB","SDG Indicators","706","Somalia","6121","Value","ER_H2O_STRESS_IND","6.4.2 Level of water stress (Industries)","2004","2004","%","0.01","A","Official figure","Global monitoring data | Food and Agriculture Organisation of United Nations (FAO)"
"SDGB","SDG Indicators","706","Somalia","6121","Value","ER_H2O_STRESS_IND","6.4.2 Level of water stress (Industries)","2005","2005","%","0.01","A","Official figure","Global monitoring data | Food and Agriculture Organisation of United Nations (FAO)"
"SDGB","SDG Indicators","706","Somalia","6121","Value","ER_H2O_STRESS_IND","6.4.2 Level of water stress (Industries)","2006","2006","%","0.01","A","Official figure","Global monitoring data | Food and Agriculture Organisation of United Nations (FAO)"
"SDGB","SDG Indicators","706","Somalia","6121","Value","ER_H2O_STRESS_IND","6.4.2 Level of water stress (Industries)","2007","2007","%","0.01","A","Official figure","Global monitoring data | Food and Agriculture Organisation of United Nations (FAO)"
"SDGB","SDG Indicators","706","Somalia","6121","Value","ER_H2O_STRESS_IND","6.4.2 Level of water stress (Industries)","2008","2008","%","0.01","A","Official figure","Global monitoring data | Food and Agriculture Organisation of United Nations (FAO)"
"SDGB","SDG Indicators","706","Somalia","6121","Value","ER_H2O_STRESS_IND","6.4.2 Level of water stress (Industries)","2009","2009","%","0.01","A","Official figure","Global monitoring data | Food and Agriculture Organisation of United Nations (FAO)"
"SDGB","SDG Indicators","706","Somalia","6121","Value","ER_H2O_STRESS_IND","6.4.2 Level of water stress (Industries)","2010","2010","%","0.01","A","Official figure","Global monitoring data | Food and Agriculture Organisation of United Nations (FAO)"
"SDGB","SDG Indicators","706","Somalia","6121","Value","ER_H2O_STRESS_IND","6.4.2 Level of water stress (Industries)","2011","2011","%","0.01","A","Official figure","Global monitoring data | Food and Agriculture Organisation of United Nations (FAO)"
"SDGB","SDG Indicators","706","Somalia","6121","Value","ER_H2O_STRESS_IND","6.4.2 Level of water stress (Industries)","2012","2012","%","0.01","A","Official figure","Global monitoring data | Food and Agriculture Organisation of United Nations (FAO)"
"SDGB","SDG Indicators","706","Somalia","6121","Value","ER_H2O_STRESS_IND","6.4.2 Level of water stress (Industries)","2013","2013","%","0.01","A","Official figure","Global monitoring data | Food and Agriculture Organisation of United Nations (FAO)"
"SDGB","SDG Indicators","706","Somalia","6121","Value","ER_H2O_STRESS_IND","6.4.2 Level of water stress (Industries)","2014","2014","%","0.01","A","Official figure","Global monitoring data | Food and Agriculture Organisation of United Nations (FAO)"
"SDGB","SDG Indicators","706","Somalia","6121","Value","ER_H2O_STRESS_IND","6.4.2 Level of water stress (Industries)","2015","2015","%","0.01","A","Official figure","Global monitoring data | Food and Agriculture Organisation of United Nations (FAO)"
"SDGB","SDG Indicators","706","Somalia","6121","Value","ER_H2O_STRESS_IND","6.4.2 Level of water stress (Industries)","2016","2016","%","0.01","A","Official figure","Global monitoring data | Food and Agriculture Organisation of United Nations (FAO)"
"SDGB","SDG Indicators","706","Somalia","6121","Value","ER_H2O_STRESS_IND","6.4.2 Level of water stress (Industries)","2017","2017","%","0.01","A","Official figure","Global monitoring data | Food and Agriculture Organisation of United Nations (FAO)"
"SDGB","SDG Indicators","706","Somalia","6121","Value","ER_H2O_STRESS_IND","6.4.2 Level of water stress (Industries)","2018","2018","%","0.01","A","Official figure","Global monitoring data | Food and Agriculture Organisation of United Nations (FAO)"
"SDGB","SDG Indicators","706","Somalia","6121","Value","ER_H2O_STRESS_IND","6.4.2 Level of water stress (Industries)","2019","2019","%","0.01","A","Official figure","Global monitoring data | Food and Agriculture Organisation of United Nations (FAO)"
"SDGB","SDG Indicators","706","Somalia","6121","Value","ER_H2O_STRESS_IND","6.4.2 Level of water stress (Industries)","2020","2020","%","0.01","A","Official figure","Global monitoring data | Food and Agriculture Organisation of United Nations (FAO)"
"SDGB","SDG Indicators","706","Somalia","6121","Value","ER_H2O_STRESS_TOT","6.4.2 Level of water stress (No breakdown)","2000","2000","%","24.47","A","Official figure","Global monitoring data | Food and Agriculture Organisation of United Nations (FAO)"
"SDGB","SDG Indicators","706","Somalia","6121","Value","ER_H2O_STRESS_TOT","6.4.2 Level of water stress (No breakdown)","2001","2001","%","24.49","A","Official figure","Global monitoring data | Food and Agriculture Organisation of United Nations (FAO)"
"SDGB","SDG Indicators","706","Somalia","6121","Value","ER_H2O_STRESS_TOT","6.4.2 Level of water stress (No breakdown)","2002","2002","%","24.51","A","Official figure","Global monitoring data | Food and Agriculture Organisation of United Nations (FAO)"
"SDGB","SDG Indicators","706","Somalia","6121","Value","ER_H2O_STRESS_TOT","6.4.2 Level of water stress (No breakdown)","2003","2003","%","24.53","A","Official figure","Global monitoring data | Food and Agriculture Organisation of United Nations (FAO)"
"SDGB","SDG Indicators","706","Somalia","6121","Value","ER_H2O_STRESS_TOT","6.4.2 Level of water stress (No breakdown)","2004","2004","%","24.53","A","Official figure","Global monitoring data | Food and Agriculture Organisation of United Nations (FAO)"
"SDGB","SDG Indicators","706","Somalia","6121","Value","ER_H2O_STRESS_TOT","6.4.2 Level of water stress (No breakdown)","2005","2005","%","24.53","A","Official figure","Global monitoring data | Food and Agriculture Organisation of United Nations (FAO)"
"SDGB","SDG Indicators","706","Somalia","6121","Value","ER_H2O_STRESS_TOT","6.4.2 Level of water stress (No breakdown)","2006","2006","%","24.53","A","Official figure","Global monitoring data | Food and Agriculture Organisation of United Nations (FAO)"
"SDGB","SDG Indicators","706","Somalia","6121","Value","ER_H2O_STRESS_TOT","6.4.2 Level of water stress (No breakdown)","2007","2007","%","24.53","A","Official figure","Global monitoring data | Food and Agriculture Organisation of United Nations (FAO)"
"SDGB","SDG Indicators","706","Somalia","6121","Value","ER_H2O_STRESS_TOT","6.4.2 Level of water stress (No breakdown)","2008","2008","%","24.53","A","Official figure","Global monitoring data | Food and Agriculture Organisation of United Nations (FAO)"
"SDGB","SDG Indicators","706","Somalia","6121","Value","ER_H2O_STRESS_TOT","6.4.2 Level of water stress (No breakdown)","2009","2009","%","24.53","A","Official figure","Global monitoring data | Food and Agriculture Organisation of United Nations (FAO)"
"SDGB","SDG Indicators","706","Somalia","6121","Value","ER_H2O_STRESS_TOT","6.4.2 Level of water stress (No breakdown)","2010","2010","%","24.53","A","Official figure","Global monitoring data | Food and Agriculture Organisation of United Nations (FAO)"
"SDGB","SDG Indicators","706","Somalia","6121","Value","ER_H2O_STRESS_TOT","6.4.2 Level of water stress (No breakdown)","2011","2011","%","24.53","A","Official figure","Global monitoring data | Food and Agriculture Organisation of United Nations (FAO)"
"SDGB","SDG Indicators","706","Somalia","6121","Value","ER_H2O_STRESS_TOT","6.4.2 Level of water stress (No breakdown)","2012","2012","%","24.53","A","Official figure","Global monitoring data | Food and Agriculture Organisation of United Nations (FAO)"
"SDGB","SDG Indicators","706","Somalia","6121","Value","ER_H2O_STRESS_TOT","6.4.2 Level of water stress (No breakdown)","2013","2013","%","24.53","A","Official figure","Global monitoring data | Food and Agriculture Organisation of United Nations (FAO)"
"SDGB","SDG Indicators","706","Somalia","6121","Value","ER_H2O_STRESS_TOT","6.4.2 Level of water stress (No breakdown)","2014","2014","%","24.53","A","Official figure","Global monitoring data | Food and Agriculture Organisation of United Nations (FAO)"
"SDGB","SDG Indicators","706","Somalia","6121","Value","ER_H2O_STRESS_TOT","6.4.2 Level of water stress (No breakdown)","2015","2015","%","24.53","A","Official figure","Global monitoring data | Food and Agriculture Organisation of United Nations (FAO)"
"SDGB","SDG Indicators","706","Somalia","6121","Value","ER_H2O_STRESS_TOT","6.4.2 Level of water stress (No breakdown)","2016","2016","%","24.53","A","Official figure","Global monitoring data | Food and Agriculture Organisation of United Nations (FAO)"
"SDGB","SDG Indicators","706","Somalia","6121","Value","ER_H2O_STRESS_TOT","6.4.2 Level of water stress (No breakdown)","2017","2017","%","24.53","A","Official figure","Global monitoring data | Food and Agriculture Organisation of United Nations (FAO)"
"SDGB","SDG Indicators","706","Somalia","6121","Value","ER_H2O_STRESS_TOT","6.4.2 Level of water stress (No breakdown)","2018","2018","%","24.53","A","Official figure","Global monitoring data | Food and Agriculture Organisation of United Nations (FAO)"
"SDGB","SDG Indicators","706","Somalia","6121","Value","ER_H2O_STRESS_TOT","6.4.2 Level of water stress (No breakdown)","2019","2019","%","24.53","A","Official figure","Global monitoring data | Food and Agriculture Organisation of United Nations (FAO)"
"SDGB","SDG Indicators","706","Somalia","6121","Value","ER_H2O_STRESS_TOT","6.4.2 Level of water stress (No breakdown)","2020","2020","%","24.53","A","Official figure","Global monitoring data | Food and Agriculture Organisation of United Nations (FAO)"
"SDGB","SDG Indicators","706","Somalia","6121","Value","ER_H2O_STRESS_SER","6.4.2 Level of water stress (Services (G to T))","2000","2000","%","0.07","A","Official figure","Global monitoring data | Food and Agriculture Organisation of United Nations (FAO)"
"SDGB","SDG Indicators","706","Somalia","6121","Value","ER_H2O_STRESS_SER","6.4.2 Level of water stress (Services (G to T))","2001","2001","%","0.09","A","Official figure","Global monitoring data | Food and Agriculture Organisation of United Nations (FAO)"
"SDGB","SDG Indicators","706","Somalia","6121","Value","ER_H2O_STRESS_SER","6.4.2 Level of water stress (Services (G to T))","2002","2002","%","0.1","A","Official figure","Global monitoring data | Food and Agriculture Organisation of United Nations (FAO)"
"SDGB","SDG Indicators","706","Somalia","6121","Value","ER_H2O_STRESS_SER","6.4.2 Level of water stress (Services (G to T))","2003","2003","%","0.11","A","Official figure","Global monitoring data | Food and Agriculture Organisation of United Nations (FAO)"
"SDGB","SDG Indicators","706","Somalia","6121","Value","ER_H2O_STRESS_SER","6.4.2 Level of water stress (Services (G to T))","2004","2004","%","0.11","A","Official figure","Global monitoring data | Food and Agriculture Organisation of United Nations (FAO)"
"SDGB","SDG Indicators","706","Somalia","6121","Value","ER_H2O_STRESS_SER","6.4.2 Level of water stress (Services (G to T))","2005","2005","%","0.11","A","Official figure","Global monitoring data | Food and Agriculture Organisation of United Nations (FAO)"
"SDGB","SDG Indicators","706","Somalia","6121","Value","ER_H2O_STRESS_SER","6.4.2 Level of water stress (Services (G to T))","2006","2006","%","0.11","A","Official figure","Global monitoring data | Food and Agriculture Organisation of United Nations (FAO)"
"SDGB","SDG Indicators","706","Somalia","6121","Value","ER_H2O_STRESS_SER","6.4.2 Level of water stress (Services (G to T))","2007","2007","%","0.11","A","Official figure","Global monitoring data | Food and Agriculture Organisation of United Nations (FAO)"
"SDGB","SDG Indicators","706","Somalia","6121","Value","ER_H2O_STRESS_SER","6.4.2 Level of water stress (Services (G to T))","2008","2008","%","0.11","A","Official figure","Global monitoring data | Food and Agriculture Organisation of United Nations (FAO)"
"SDGB","SDG Indicators","706","Somalia","6121","Value","ER_H2O_STRESS_SER","6.4.2 Level of water stress (Services (G to T))","2009","2009","%","0.11","A","Official figure","Global monitoring data | Food and Agriculture Organisation of United Nations (FAO)"
"SDGB","SDG Indicators","706","Somalia","6121","Value","ER_H2O_STRESS_SER","6.4.2 Level of water stress (Services (G to T))","2010","2010","%","0.11","A","Official figure","Global monitoring data | Food and Agriculture Organisation of United Nations (FAO)"
"SDGB","SDG Indicators","706","Somalia","6121","Value","ER_H2O_STRESS_SER","6.4.2 Level of water stress (Services (G to T))","2011","2011","%","0.11","A","Official figure","Global monitoring data | Food and Agriculture Organisation of United Nations (FAO)"
"SDGB","SDG Indicators","706","Somalia","6121","Value","ER_H2O_STRESS_SER","6.4.2 Level of water stress (Services (G to T))","2012","2012","%","0.11","A","Official figure","Global monitoring data | Food and Agriculture Organisation of United Nations (FAO)"
"SDGB","SDG Indicators","706","Somalia","6121","Value","ER_H2O_STRESS_SER","6.4.2 Level of water stress (Services (G to T))","2013","2013","%","0.11","A","Official figure","Global monitoring data | Food and Agriculture Organisation of United Nations (FAO)"
"SDGB","SDG Indicators","706","Somalia","6121","Value","ER_H2O_STRESS_SER","6.4.2 Level of water stress (Services (G to T))","2014","2014","%","0.11","A","Official figure","Global monitoring data | Food and Agriculture Organisation of United Nations (FAO)"
"SDGB","SDG Indicators","706","Somalia","6121","Value","ER_H2O_STRESS_SER","6.4.2 Level of water stress (Services (G to T))","2015","2015","%","0.11","A","Official figure","Global monitoring data | Food and Agriculture Organisation of United Nations (FAO)"
"SDGB","SDG Indicators","706","Somalia","6121","Value","ER_H2O_STRESS_SER","6.4.2 Level of water stress (Services (G to T))","2016","2016","%","0.11","A","Official figure","Global monitoring data | Food and Agriculture Organisation of United Nations (FAO)"
"SDGB","SDG Indicators","706","Somalia","6121","Value","ER_H2O_STRESS_SER","6.4.2 Level of water stress (Services (G to T))","2017","2017","%","0.11","A","Official figure","Global monitoring data | Food and Agriculture Organisation of United Nations (FAO)"
"SDGB","SDG Indicators","706","Somalia","6121","Value","ER_H2O_STRESS_SER","6.4.2 Level of water stress (Services (G to T))","2018","2018","%","0.11","A","Official figure","Global monitoring data | Food and Agriculture Organisation of United Nations (FAO)"
"SDGB","SDG Indicators","706","Somalia","6121","Value","ER_H2O_STRESS_SER","6.4.2 Level of water stress (Services (G to T))","2019","2019","%","0.11","A","Official figure","Global monitoring data | Food and Agriculture Organisation of United Nations (FAO)"
"SDGB","SDG Indicators","706","Somalia","6121","Value","ER_H2O_STRESS_SER","6.4.2 Level of water stress (Services (G to T))","2020","2020","%","0.11","A","Official figure","Global monitoring data | Food and Agriculture Organisation of United Nations (FAO)"
"SDGB","SDG Indicators","706","Somalia","6121","Value","ER_H2O_FWTL","14.4.1 Proportion of fish stocks within biologically sustainable levels","2016","2016","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","706","Somalia","6121","Value","ER_H2O_FWTL","14.4.1 Proportion of fish stocks within biologically sustainable levels","2017","2017","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","706","Somalia","6121","Value","ER_H2O_FWTL","14.4.1 Proportion of fish stocks within biologically sustainable levels","2018","2018","%","","O","Missing value","Not Available | NA | Obs_Value = [blank] means no data was provided by the country"
"SDGB","SDG Indicators","706","Somalia","6121","Value","ER_H2O_FWTL","14.4.1 Proportion of fish stocks within biologically sustainable levels","2019","2019","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","706","Somalia","6121","Value","ER_H2O_FWTL","14.4.1 Proportion of fish stocks within biologically sustainable levels","2020","2020","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","706","Somalia","6173","Value","ER_REG_UNFCIM","14.6.1 International instruments to combat IUU fishing","2018","2018","No","3","A","Official figure","Country Data | Questionnaire on the implementation of the Code of Conduct for Responsible Fisheries - Country self-reporting | Level of implementation: 1 lowest - 5 highest"
"SDGB","SDG Indicators","706","Somalia","6173","Value","ER_REG_UNFCIM","14.6.1 International instruments to combat IUU fishing","2020","2020","No","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","706","Somalia","6173","Value","ER_REG_SSFRAR","14.b.1 Protection of access rights for small-scale fisheries","2018","2018","No","5","A","Official figure","Country Data | Questionnaire on the implementation of the Code of Conduct for Responsible Fisheries - Country self-reporting | Level of implementation: 1 lowest to 5 highest"
"SDGB","SDG Indicators","706","Somalia","6173","Value","ER_REG_SSFRAR","14.b.1 Protection of access rights for small-scale fisheries","2020","2020","No","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","706","Somalia","6176","Value","AG_LND_FRSTN","15.1.1 Forest area","2000","2000","1000 ha","7515","A","Official figure","Country Data | FAO. Global Forest Resources Assessment 2020 | Officially reported data"
"SDGB","SDG Indicators","706","Somalia","6176","Value","AG_LND_FRSTN","15.1.1 Forest area","2010","2010","1000 ha","6747.5","A","Official figure","Country Data | FAO. Global Forest Resources Assessment 2020 | Officially reported data"
"SDGB","SDG Indicators","706","Somalia","6176","Value","AG_LND_FRSTN","15.1.1 Forest area","2015","2015","1000 ha","6363.75","A","Official figure","Country Data | FAO. Global Forest Resources Assessment 2020 | Officially reported data"
"SDGB","SDG Indicators","706","Somalia","6176","Value","AG_LND_FRSTN","15.1.1 Forest area","2016","2016","1000 ha","6287","A","Official figure","Country Data | FAO. Global Forest Resources Assessment 2020 | Officially reported data"
"SDGB","SDG Indicators","706","Somalia","6176","Value","AG_LND_FRSTN","15.1.1 Forest area","2017","2017","1000 ha","6210.25","A","Official figure","Country Data | FAO. Global Forest Resources Assessment 2020 | Officially reported data"
"SDGB","SDG Indicators","706","Somalia","6176","Value","AG_LND_FRSTN","15.1.1 Forest area","2018","2018","1000 ha","6133.5","A","Official figure","Country Data | FAO. Global Forest Resources Assessment 2020 | Officially reported data"
"SDGB","SDG Indicators","706","Somalia","6176","Value","AG_LND_FRSTN","15.1.1 Forest area","2019","2019","1000 ha","6056.75","A","Official figure","Country Data | FAO. Global Forest Resources Assessment 2020 | Officially reported data"
"SDGB","SDG Indicators","706","Somalia","6176","Value","AG_LND_FRSTN","15.1.1 Forest area","2020","2020","1000 ha","5980","A","Official figure","Country Data | FAO. Global Forest Resources Assessment 2020 | Officially reported data"
"SDGB","SDG Indicators","706","Somalia","6121","Value","AG_LND_FRST","15.1.1 Forest area as a proportion of total land area","2000","2000","%","11.98","A","Official figure","Country Data | FAO. Global Forest Resources Assessment 2020 and FAOSTAT | Officially reported data"
"SDGB","SDG Indicators","706","Somalia","6121","Value","AG_LND_FRST","15.1.1 Forest area as a proportion of total land area","2010","2010","%","10.76","A","Official figure","Country Data | FAO. Global Forest Resources Assessment 2020 and FAOSTAT | Officially reported data"
"SDGB","SDG Indicators","706","Somalia","6121","Value","AG_LND_FRST","15.1.1 Forest area as a proportion of total land area","2015","2015","%","10.14","A","Official figure","Country Data | FAO. Global Forest Resources Assessment 2020 and FAOSTAT | Officially reported data"
"SDGB","SDG Indicators","706","Somalia","6121","Value","AG_LND_FRST","15.1.1 Forest area as a proportion of total land area","2016","2016","%","10.02","A","Official figure","Country Data | FAO. Global Forest Resources Assessment 2020 and FAOSTAT | Officially reported data"
"SDGB","SDG Indicators","706","Somalia","6121","Value","AG_LND_FRST","15.1.1 Forest area as a proportion of total land area","2017","2017","%","9.9","A","Official figure","Country Data | FAO. Global Forest Resources Assessment 2020 and FAOSTAT | Officially reported data"
"SDGB","SDG Indicators","706","Somalia","6121","Value","AG_LND_FRST","15.1.1 Forest area as a proportion of total land area","2018","2018","%","9.78","A","Official figure","Country Data | FAO. Global Forest Resources Assessment 2020 and FAOSTAT | Officially reported data"
"SDGB","SDG Indicators","706","Somalia","6121","Value","AG_LND_FRST","15.1.1 Forest area as a proportion of total land area","2019","2019","%","9.65","A","Official figure","Country Data | FAO. Global Forest Resources Assessment 2020 and FAOSTAT | Officially reported data"
"SDGB","SDG Indicators","706","Somalia","6121","Value","AG_LND_FRST","15.1.1 Forest area as a proportion of total land area","2020","2020","%","9.53","A","Official figure","Country Data | FAO. Global Forest Resources Assessment 2020 and FAOSTAT | Officially reported data"
"SDGB","SDG Indicators","706","Somalia","6176","Value","AG_LND_TOTL","15.1.1 Land area","2000","2000","1000 ha","62734","A","Official figure","Country Data | FAO. FAOSTAT"
"SDGB","SDG Indicators","706","Somalia","6176","Value","AG_LND_TOTL","15.1.1 Land area","2010","2010","1000 ha","62734","I","Imputed value","Estimated | FAO. FAOSTAT"
"SDGB","SDG Indicators","706","Somalia","6176","Value","AG_LND_TOTL","15.1.1 Land area","2015","2015","1000 ha","62734","I","Imputed value","Estimated | FAO. FAOSTAT"
"SDGB","SDG Indicators","706","Somalia","6176","Value","AG_LND_TOTL","15.1.1 Land area","2016","2016","1000 ha","62734","I","Imputed value","Estimated | FAO. FAOSTAT"
"SDGB","SDG Indicators","706","Somalia","6176","Value","AG_LND_TOTL","15.1.1 Land area","2017","2017","1000 ha","62734","I","Imputed value","Estimated | FAO. FAOSTAT"
"SDGB","SDG Indicators","706","Somalia","6176","Value","AG_LND_TOTL","15.1.1 Land area","2018","2018","1000 ha","62734","I","Imputed value","Estimated | FAO. FAOSTAT"
"SDGB","SDG Indicators","706","Somalia","6176","Value","AG_LND_TOTL","15.1.1 Land area","2019","2019","1000 ha","62734","I","Imputed value","Estimated | FAO. FAOSTAT"
"SDGB","SDG Indicators","706","Somalia","6176","Value","AG_LND_TOTL","15.1.1 Land area","2020","2020","1000 ha","62734","I","Imputed value","Estimated | FAO. FAOSTAT"
"SDGB","SDG Indicators","706","Somalia","6177","Value","AG_LND_FRSTBIOPHA","15.2.1 Above-ground biomass in forest","2000","2000","t/ha","102.5","A","Official figure","Country Data | FAO. Global Forest Resources Assessment 2020 | Officially reported data"
"SDGB","SDG Indicators","706","Somalia","6177","Value","AG_LND_FRSTBIOPHA","15.2.1 Above-ground biomass in forest","2010","2010","t/ha","102.49","A","Official figure","Country Data | FAO. Global Forest Resources Assessment 2020 | Officially reported data"
"SDGB","SDG Indicators","706","Somalia","6177","Value","AG_LND_FRSTBIOPHA","15.2.1 Above-ground biomass in forest","2015","2015","t/ha","102.49","A","Official figure","Country Data | FAO. Global Forest Resources Assessment 2020 | Officially reported data"
"SDGB","SDG Indicators","706","Somalia","6177","Value","AG_LND_FRSTBIOPHA","15.2.1 Above-ground biomass in forest","2016","2016","t/ha","102.49","A","Official figure","Country Data | FAO. Global Forest Resources Assessment 2020 | Officially reported data"
"SDGB","SDG Indicators","706","Somalia","6177","Value","AG_LND_FRSTBIOPHA","15.2.1 Above-ground biomass in forest","2017","2017","t/ha","102.49","A","Official figure","Country Data | FAO. Global Forest Resources Assessment 2020 | Officially reported data"
"SDGB","SDG Indicators","706","Somalia","6177","Value","AG_LND_FRSTBIOPHA","15.2.1 Above-ground biomass in forest","2018","2018","t/ha","102.49","A","Official figure","Country Data | FAO. Global Forest Resources Assessment 2020 | Officially reported data"
"SDGB","SDG Indicators","706","Somalia","6177","Value","AG_LND_FRSTBIOPHA","15.2.1 Above-ground biomass in forest","2019","2019","t/ha","102.49","A","Official figure","Country Data | FAO. Global Forest Resources Assessment 2020 | Officially reported data"
"SDGB","SDG Indicators","706","Somalia","6177","Value","AG_LND_FRSTBIOPHA","15.2.1 Above-ground biomass in forest","2020","2020","t/ha","102.49","A","Official figure","Country Data | FAO. Global Forest Resources Assessment 2020 | Officially reported data"
"SDGB","SDG Indicators","706","Somalia","6121","Value","AG_LND_FRSTCHG","15.2.1 Annual forest area change rate","2010","2010","%","-1.07","A","Official figure","Country Data | FAO. Global Forest Resources Assessment 2020 | Officially reported data"
"SDGB","SDG Indicators","706","Somalia","6121","Value","AG_LND_FRSTCHG","15.2.1 Annual forest area change rate","2020","2020","%","-1.2","A","Official figure","Country Data | FAO. Global Forest Resources Assessment 2020 | Officially reported data"
